data/id,data/name,data/price,data/cpumark,data/thread,data/value,data/threadValue,data/tdp,data/powerPerf,data/date,data/socket,data/cat,data/speed,data/turbo,data/cores,data/logicals,data/rank,data/samples,data/href,data/output,data/family
4512,06/8c,NA,"5,040","2,680",NA,NA,NA,NA,NA,Unknown,Mobile/Embedded,0,NA,8,1,1062,1,06%2F8c&amp;id=4512,true,
4471,06/8e,NA,"3,848","2,388",NA,NA,NA,NA,NA,Unknown,Mobile/Embedded,0,NA,8,1,1266,2,06%2F8e&amp;id=4471,true,
4573,15/70,NA,"1,085",878,NA,NA,NA,NA,Oct 2021,Unknown,Unknown,1596,NA,2,1,2552,2,15%2F70&amp;id=4573,true,
4039,AArch64 rev 0 (aarch64),NA,"2,671","1,102",NA,NA,NA,NA,NA,Unknown,Unknown,2516,NA,8,1,1616,41,AArch64+rev+0+%28aarch64%29&amp;id=4039,true,
3996,AArch64 rev 1 (aarch64),NA,"2,288","1,033",NA,NA,NA,NA,NA,Unknown,Unknown,2362000,NA,8,1,1764,60,AArch64+rev+1+%28aarch64%29&amp;id=3996,true,
4017,AArch64 rev 2 (aarch64),NA,"1,969",921,NA,NA,NA,NA,NA,Unknown,Unknown,2189,NA,8,1,1943,32,AArch64+rev+2+%28aarch64%29&amp;id=4017,true,
3916,AArch64 rev 4 (aarch64),NA,"1,661",642,NA,NA,NA,NA,NA,Unknown,Unknown,2112000,NA,8,1,2132,61,AArch64+rev+4+%28aarch64%29&amp;id=3916,true,
3980,AC8257V/WAB,NA,707,443,NA,NA,NA,NA,NA,Unknown,Unknown,2001000,NA,8,1,2906,4,AC8257V%2FWAB&amp;id=3980,true,
4455,AMD 3015Ce,NA,"1,525","1,389",NA,NA,6,254.14,NA,FT5,Mobile/Embedded,1200,2300,2,2,2226,3,AMD+3015Ce&amp;id=4455,true,
3774,AMD 3015e,NA,"2,674","1,403",NA,NA,6,445.74,Jul 2020,Unknown,Laptop,1200,2300,2,2,1615,10,AMD+3015e&amp;id=3774,true,23
3758,AMD 3020e,NA,"2,591","1,471",NA,NA,6,431.86,Jun 2020,Unknown,Laptop,1200,2600,2,1,1642,62,AMD+3020e&amp;id=3758,true,23
4309,AMD 4700S,NA,"18,260","2,401",NA,NA,NA,NA,Apr 2021,Unknown,Desktop,3600,4000,8,2,269,6,AMD+4700S&amp;id=4309,true,23
2520,AMD A10 Micro-6700T APU,NA,"1,291",703,NA,NA,5,258.18,May 2015,FT3b,Laptop,1200,2200,4,1,2375,6,AMD+A10+Micro-6700T+APU&amp;id=2520,true,22
2271,AMD A10 PRO-7350B APU,NA,"1,910",911,NA,NA,19,100.55,Jun 2014,FP3,Laptop,2100,3300,4,1,1980,138,AMD+A10+PRO-7350B+APU&amp;id=2271,true,21
2407,AMD A10 PRO-7800B APU,NA,"3,171","1,496",NA,NA,65,48.78,Oct 2014,FM2+,Desktop,3500,3900,2,2,1434,26,AMD+A10+PRO-7800B+APU&amp;id=2407,true,21
2416,AMD A10 PRO-7850B APU,$148.02,"3,458","1,587",23.36,10.72,95,36.40,Nov 2014,FM2+,Desktop,3700,4000,2,2,1353,15,AMD+A10+PRO-7850B+APU&amp;id=2416,true,21
10,AMD A10-4600M APU,$98.99*,"1,904","1,068",19.24,10.79,35,54.40,Apr 2012,FS1r2,Laptop,2300,3200,2,2,1985,1038,AMD+A10-4600M+APU&amp;id=10,true,21
11,AMD A10-4655M APU,NA,"1,637",909,NA,NA,25,65.47,Jul 2012,FP2,Laptop,2000,2800,2,2,2150,155,AMD+A10-4655M+APU&amp;id=11,true,21
1906,AMD A10-4657M APU,NA,"1,759",940,NA,NA,35,50.27,May 2013,FP2,Laptop,2300,3200,4,1,2068,3,AMD+A10-4657M+APU&amp;id=1906,true,21
12,AMD A10-5700 APU,$59.95*,"2,748","1,450",45.84,24.18,65,42.28,Jun 2012,FM2,Desktop,3400,4000,2,2,1587,604,AMD+A10-5700+APU&amp;id=12,true,21
1962,AMD A10-5745M APU,NA,"1,756",995,NA,NA,25,70.25,Jul 2013,FP2,Laptop,2100,2900,4,1,2072,547,AMD+A10-5745M+APU&amp;id=1962,true,21
1920,AMD A10-5750M APU,$98.02,"1,850","1,059",18.87,10.80,35,52.85,May 2013,FS1r2,Laptop,2500,3500,4,1,2021,1019,AMD+A10-5750M+APU&amp;id=1920,true,21
1992,AMD A10-5757M APU,NA,"1,997","1,195",NA,NA,35,57.06,Jul 2013,FP2,Laptop,2500,3500,4,1,1930,179,AMD+A10-5757M+APU&amp;id=1992,true,21
1990,AMD A10-5800B APU,$44.99*,"2,897","1,526",64.40,33.92,100,28.97,Jul 2013,FM2,Desktop,3800,4200,2,2,1529,33,AMD+A10-5800B+APU&amp;id=1990,true,21
1446,AMD A10-5800K APU,$46.07*,"2,921","1,496",63.39,32.47,100,29.21,Oct 2012,FM2,Desktop,3800,4200,2,2,1522,1695,AMD+A10-5800K+APU&amp;id=1446,true,21
1936,AMD A10-6700 APU,$56.59,"3,083","1,613",54.48,28.51,65,47.43,Jun 2013,FM2,Desktop,3700,4300,4,1,1467,676,AMD+A10-6700+APU&amp;id=1936,true,21
2254,AMD A10-6700T APU,$147.61*,"2,311","1,310",15.66,8.87,45,51.36,Jun 2014,FM2,Desktop,2500,3500,2,2,1753,18,AMD+A10-6700T+APU&amp;id=2254,true,21
2117,AMD A10-6790K APU,$50.26,"3,014","1,539",59.96,30.62,100,30.14,Dec 2013,FM2,Desktop,4000,4300,2,2,1487,109,AMD+A10-6790K+APU&amp;id=2117,true,21
2155,AMD A10-6800B APU,$128.02*,"2,824","1,513",22.06,11.82,100,28.24,Feb 2014,FM2,Desktop,4100,4400,2,2,1560,14,AMD+A10-6800B+APU&amp;id=2155,true,21
1935,AMD A10-6800K APU,$75.72,"3,126","1,598",41.29,21.10,100,31.26,Jun 2013,FM2,Desktop,4100,4400,2,2,1453,905,AMD+A10-6800K+APU&amp;id=1935,true,21
2287,AMD A10-7300 APU,NA,"1,698",838,NA,NA,19,89.37,Jul 2014,FP3,Laptop,1900,3200,4,1,2105,569,AMD+A10-7300+APU&amp;id=2287,true,21
2451,AMD A10-7400P,NA,"2,071","1,052",NA,NA,35,59.18,Dec 2014,FP3,Laptop,2500,3400,4,1,1885,138,AMD+A10-7400P&amp;id=2451,true,21
2146,AMD A10-7700K APU,$60.49,"3,113","1,411",51.46,23.32,95,32.77,Jan 2014,FM2+,Desktop,3400,3800,2,2,1458,580,AMD+A10-7700K+APU&amp;id=2146,true,21
2262,AMD A10-7800 APU,$40.45,"3,111","1,439",76.90,35.58,65,47.86,Jun 2014,FM2+,Desktop,3500,3900,2,2,1459,684,AMD+A10-7800+APU&amp;id=2262,true,21
2133,AMD A10-7850K APU,$68.90,"3,413","1,523",49.54,22.11,95,35.93,Jan 2014,FM2+,Desktop,3700,4000,2,2,1366,1338,AMD+A10-7850K+APU&amp;id=2133,true,21
2722,AMD A10-7860K,$97.58,"3,329","1,539",34.12,15.77,65,51.22,Mar 2016,FM2+,Desktop,3600,4000,2,2,1378,409,AMD+A10-7860K&amp;id=2722,true,21
2531,AMD A10-7870K,$226.99*,"3,488","1,494",15.36,6.58,95,36.71,Jun 2015,FM2+,Desktop,3900,4100,2,2,1347,608,AMD+A10-7870K&amp;id=2531,true,21
2744,AMD A10-7890K,$165.67,"3,541","1,587",21.37,9.58,95,37.27,Apr 2016,FM2+,Desktop,4100,4300,2,2,1334,238,AMD+A10-7890K&amp;id=2744,true,21
2542,AMD A10-8700P,NA,"2,210","1,155",NA,NA,35,63.15,Jul 2015,FP4,Laptop,1800,3200,2,2,1807,745,AMD+A10-8700P&amp;id=2542,true,21
2603,AMD A10-8750,NA,"3,281","1,540",NA,NA,65,50.48,Sep 2015,FM2+,Desktop,3600,4000,2,2,1396,104,AMD+A10-8750&amp;id=2603,true,21
2776,AMD A10-8850,NA,"3,525","1,624",NA,NA,NA,NA,May 2016,Unknown,Desktop,3900,4100,2,2,1338,14,AMD+A10-8850&amp;id=2776,true,21
2793,AMD A10-9600P,NA,"2,236","1,078",NA,NA,15,149.06,Jun 2016,FP4,Laptop,2300,3200,4,1,1793,325,AMD+A10-9600P&amp;id=2793,true,21
3060,AMD A10-9620P,NA,"2,503","1,282",NA,NA,15,166.86,Aug 2017,Unknown,Laptop,2500,3400,4,1,1669,104,AMD+A10-9620P&amp;id=3060,true,21
2857,AMD A10-9630P,NA,"2,947","1,352",NA,NA,35,84.20,Aug 2016,FP4,Laptop,2600,3300,4,1,1511,16,AMD+A10-9630P&amp;id=2857,true,21
2900,AMD A10-9700,$119.99,"3,536","1,617",29.47,13.47,65,54.40,Dec 2016,AM4,Desktop,3500,3800,4,1,1335,247,AMD+A10-9700&amp;id=2900,true,21
3133,AMD A10-9700E,$243.00*,"2,763","1,336",11.37,5.50,35,78.94,Nov 2017,AM4,Desktop,3000,3500,4,1,1579,16,AMD+A10-9700E&amp;id=3133,true,21
2848,AMD A12-9700P,NA,"2,397","1,180",NA,NA,15,159.82,Aug 2016,FP4,Laptop,2500,3400,4,1,1710,201,AMD+A12-9700P&amp;id=2848,true,21
3043,AMD A12-9720P,NA,"2,612","1,334",NA,NA,15,174.14,Jul 2017,FP4,Laptop,2700,3600,4,1,1637,385,AMD+A12-9720P&amp;id=3043,true,21
3040,AMD A12-9730P,NA,"3,172","1,487",NA,NA,35,90.62,Jul 2017,FP4,Laptop,2800,3500,4,1,1433,13,AMD+A12-9730P&amp;id=3040,true,21
2861,AMD A12-9800,$117.97,"3,175","1,515",26.91,12.84,65,48.84,Oct 2016,AM4,Desktop,3800,4200,2,2,1431,132,AMD+A12-9800&amp;id=2861,true,21
3083,AMD A12-9800E,$414.16,"3,438","1,606",8.30,3.88,35,98.23,Sep 2017,AM4,Desktop,3100,3800,4,1,1356,21,AMD+A12-9800E&amp;id=3083,true,21
2413,AMD A4 Micro-6400T APU,NA,"1,004",530,NA,NA,4.5,223.12,Nov 2014,FT3b,Laptop,1000,1600,4,1,2628,19,AMD+A4+Micro-6400T+APU&amp;id=2413,true,22
2653,AMD A4 PRO-3340B,NA,"1,706",757,NA,NA,25,68.25,Nov 2015,BGA769 (FT3),Laptop,2200,NA,4,1,2095,5,AMD+A4+PRO-3340B&amp;id=2653,true,22
2439,AMD A4 PRO-7300B APU,NA,"1,481","1,522",NA,NA,65,22.78,Dec 2014,Unknown,Desktop,3800,4000,1,2,2255,25,AMD+A4+PRO-7300B+APU&amp;id=2439,true,21
2450,AMD A4 PRO-7350B,NA,"1,024","1,174",NA,NA,65,15.76,Dec 2014,FM2+,Desktop,3400,3800,1,2,2600,2,AMD+A4+PRO-7350B&amp;id=2450,true,21
2049,AMD A4-1200 APU,NA,445,327,NA,NA,3.9,114.15,Oct 2013,FT3,Laptop,1000,NA,2,1,3179,102,AMD+A4-1200+APU&amp;id=2049,true,22
1970,AMD A4-1250 APU,NA,428,336,NA,NA,8,53.47,Jul 2013,FT3,Laptop,1000,NA,2,1,3197,106,AMD+A4-1250+APU&amp;id=1970,true,22
13,AMD A4-3300 APU,$54.99,961,"1,030",17.48,18.72,65,14.79,Nov 2011,FM1,Desktop,2500,NA,2,1,2670,194,AMD+A4-3300+APU&amp;id=13,true,18
14,AMD A4-3300M APU,$29.99*,676,762,22.54,25.42,65,10.40,Jul 2011,FM1,Laptop,1900,2500,2,1,2942,258,AMD+A4-3300M+APU&amp;id=14,true,18
15,AMD A4-3305M APU,$20.81*,730,855,35.07,41.09,35,20.85,Feb 2012,FS1,Laptop,1900,2500,2,1,2890,201,AMD+A4-3305M+APU&amp;id=15,true,18
16,AMD A4-3310MX APU,NA,785,841,NA,NA,45,17.45,Oct 2011,FS1,Laptop,2100,2300,2,1,2833,42,AMD+A4-3310MX+APU&amp;id=16,true,18
17,AMD A4-3320M APU,$39.00,640,656,16.42,16.82,35,18.29,Mar 2012,FS1,Laptop,2000,2600,2,1,2979,36,AMD+A4-3320M+APU&amp;id=17,true,18
1871,AMD A4-3330MX APU,NA,681,909,NA,NA,45,15.14,Mar 2013,FS1 uPGA,Laptop,2200,2600,2,1,2937,31,AMD+A4-3330MX+APU&amp;id=1871,true,18
18,AMD A4-3400 APU,$77.95,"1,040","1,062",13.34,13.62,65,16.00,Sep 2011,FM1,Desktop,2700,NA,2,1,2590,287,AMD+A4-3400+APU&amp;id=18,true,18
19,AMD A4-3420 APU,$136.00*,"1,078","1,154",7.92,8.49,65,16.58,Jan 2012,FM1,Desktop,2800,NA,2,1,2558,101,AMD+A4-3420+APU&amp;id=19,true,18
1913,AMD A4-4000 APU,$29.99,"1,175","1,188",39.19,39.62,65,18.08,May 2013,FM2,Desktop,3000,3200,1,2,2467,265,AMD+A4-4000+APU&amp;id=1913,true,21
2305,AMD A4-4020 APU,$91.00*,"1,214","1,229",13.34,13.50,65,18.68,Jul 2014,FM2,Desktop,3200,3400,2,1,2439,44,AMD+A4-4020+APU&amp;id=2305,true,21
1813,AMD A4-4300M APU,$29.86*,997,998,33.40,33.44,35,28.50,May 2012,FS1,Laptop,2500,3000,1,2,2633,192,AMD+A4-4300M+APU&amp;id=1813,true,21
1820,AMD A4-4355M APU,NA,795,783,NA,NA,17,46.79,Dec 2012,FP2,Laptop,1900,2400,2,1,2811,59,AMD+A4-4355M+APU&amp;id=1820,true,21
2005,AMD A4-5000 APU,NA,"1,272",508,NA,NA,15,84.81,Aug 2013,FT3,Laptop,1500,NA,4,1,2387,878,AMD+A4-5000+APU&amp;id=2005,true,22
3009,AMD A4-5050 APU,NA,"1,328",538,NA,NA,13.5,98.37,May 2017,FT3,Laptop,1550,NA,4,1,2348,18,AMD+A4-5050+APU&amp;id=3009,true,22
2547,AMD A4-5100 APU,NA,"1,346",540,NA,NA,15,89.72,Jul 2015,FT3,Laptop,1550,NA,4,1,2332,14,AMD+A4-5100+APU&amp;id=2547,true,22
1974,AMD A4-5150M APU,NA,"1,129","1,109",NA,NA,35,32.26,Jul 2013,FS1r2,Laptop,2700,3300,2,1,2515,24,AMD+A4-5150M+APU&amp;id=1974,true,21
1447,AMD A4-5300 APU,$26.95*,"1,329","1,337",49.32,49.60,65,20.45,Oct 2012,FM2,Desktop,3400,3700,2,1,2347,494,AMD+A4-5300+APU&amp;id=1447,true,21
1810,AMD A4-5300B APU,$25.95*,"1,255","1,284",48.34,49.47,65,19.30,Dec 2012,FM2,Desktop,3400,3700,2,1,2409,91,AMD+A4-5300B+APU&amp;id=1810,true,21
2307,AMD A4-6210 APU,NA,"1,452",601,NA,NA,15,96.83,Jul 2014,FT3b,Laptop,1800,NA,4,1,2266,359,AMD+A4-6210+APU&amp;id=2307,true,22
2454,AMD A4-6250J APU,NA,"1,685",700,NA,NA,25,67.40,Dec 2014,Unknown,Unknown,2000,NA,4,1,2117,11,AMD+A4-6250J+APU&amp;id=2454,true,22
2083,AMD A4-6300 APU,$24.99,"1,407","1,417",56.31,56.72,65,21.65,Nov 2013,FM2,Desktop,3700,3900,1,2,2298,374,AMD+A4-6300+APU&amp;id=2083,true,21
2112,AMD A4-6300B APU,$27.95*,"1,328","1,373",47.51,49.12,65,20.43,Dec 2013,Unknown,Desktop,3700,3900,1,2,2349,15,AMD+A4-6300B+APU&amp;id=2112,true,21
2212,AMD A4-6320 APU,$69.99*,"1,563","1,550",22.34,22.14,65,24.05,Apr 2014,FM2,Desktop,3800,4000,1,2,2200,33,AMD+A4-6320+APU&amp;id=2212,true,21
2549,AMD A4-7210 APU,NA,"1,660",722,NA,NA,25,66.41,Jul 2015,BGA,Laptop,1800,2200,4,1,2133,114,AMD+A4-7210+APU&amp;id=2549,true,22
2357,AMD A4-7300 APU,$79.99,"1,496","1,491",18.70,18.64,65,23.01,Sep 2014,FM2,Desktop,3800,4000,1,2,2247,198,AMD+A4-7300+APU&amp;id=2357,true,21
3093,AMD A4-9120,NA,"1,257","1,076",NA,NA,15,83.80,Sep 2017,BGA,Laptop,2200,2500,2,1,2406,40,AMD+A4-9120&amp;id=3093,true,21
3531,AMD A4-9120C,NA,815,947,NA,NA,6,135.89,Aug 2019,FT4,Laptop,1600,2400,2,1,2795,9,AMD+A4-9120C&amp;id=3531,true,21
3464,AMD A4-9120e,NA,910,801,NA,NA,NA,NA,Jun 2019,FT4,Laptop,1500,2200,2,1,2715,24,AMD+A4-9120e&amp;id=3464,true,21
3362,AMD A4-9125,NA,"1,211","1,040",NA,NA,15,80.72,Nov 2018,BGA (FT4),Laptop,2300,2600,2,1,2441,111,AMD+A4-9125&amp;id=3362,true,21
2698,AMD A6 Micro-6500T APU,NA,"1,146",630,NA,NA,NA,NA,Jan 2016,Unknown,Laptop,1200,NA,4,1,2498,1,AMD+A6+Micro-6500T+APU&amp;id=2698,true,22
2353,AMD A6 PRO-7050B APU,NA,"1,015",884,NA,NA,17,59.69,Sep 2014,FP3,Laptop,2200,3000,2,1,2613,30,AMD+A6+PRO-7050B+APU&amp;id=2353,true,21
2436,AMD A6 PRO-7400B,NA,"1,598","1,473",NA,NA,65,24.59,Dec 2014,FM2+,Desktop,3500,3900,1,2,2182,16,AMD+A6+PRO-7400B&amp;id=2436,true,21
1908,AMD A6-1450 APU,NA,"1,077",464,NA,NA,8,134.59,May 2013,FT3,Laptop,1000,1400,4,1,2559,138,AMD+A6-1450+APU&amp;id=1908,true,22
20,AMD A6-3400M APU,$24.45*,"1,173",706,47.98,28.86,35,33.52,Jun 2011,FS1,Laptop,1400,2300,4,1,2471,646,AMD+A6-3400M+APU&amp;id=20,true,18
21,AMD A6-3410MX APU,$3.99*,"1,152",699,288.73,175.18,45,25.60,Jul 2011,FS1,Laptop,1600,2300,4,1,2495,134,AMD+A6-3410MX+APU&amp;id=21,true,18
22,AMD A6-3420M APU,NA,"1,268",798,NA,NA,35,36.24,Jan 2012,FS1,Laptop,1500,2400,4,1,2392,687,AMD+A6-3420M+APU&amp;id=22,true,18
23,AMD A6-3430MX APU,NA,"1,448",822,NA,NA,45,32.18,Feb 2012,FS1,Laptop,1700,2400,4,1,2270,45,AMD+A6-3430MX+APU&amp;id=23,true,18
24,AMD A6-3500 APU,$74.93,"1,382",970,18.44,12.94,65,21.26,Sep 2011,FM1,Desktop,2100,2400,3,1,2319,261,AMD+A6-3500+APU&amp;id=24,true,18
25,AMD A6-3600 APU,$24.95*,"1,636",935,65.56,37.47,65,25.16,Nov 2011,FM1,Desktop,2100,2400,4,1,2151,128,AMD+A6-3600+APU&amp;id=25,true,18
26,AMD A6-3620 APU,$22.49*,"1,754",974,78.00,43.31,65,26.99,Feb 2012,FM1,Desktop,2200,2500,4,1,2076,297,AMD+A6-3620+APU&amp;id=26,true,18
27,AMD A6-3650 APU,$128.00*,"1,978","1,088",15.46,8.50,100,19.78,Jul 2011,FM1,Desktop,2600,NA,4,1,1941,303,AMD+A6-3650+APU&amp;id=27,true,18
28,AMD A6-3670 APU,$176.59*,"2,040","1,128",11.55,6.39,100,20.40,Jan 2012,FM1,Desktop,2700,NA,4,1,1903,190,AMD+A6-3670+APU&amp;id=28,true,18
29,AMD A6-4400M APU,$27.00*,997,"1,027",36.93,38.04,35,28.49,Apr 2012,FS1r2,Laptop,2700,3200,1,2,2634,789,AMD+A6-4400M+APU&amp;id=29,true,21
30,AMD A6-4455M APU,NA,795,788,NA,NA,17,46.79,Jul 2012,FP2,Laptop,2100,2600,1,2,2813,207,AMD+A6-4455M+APU&amp;id=30,true,21
1975,AMD A6-5200 APU,NA,"1,625",648,NA,NA,25,64.99,Jul 2013,FT3,Laptop,2000,NA,4,1,2160,871,AMD+A6-5200+APU&amp;id=1975,true,22
2198,AMD A6-5345M APU,NA,"1,122","1,094",NA,NA,17,65.97,Apr 2014,FP2,Laptop,2200,2800,2,1,2519,8,AMD+A6-5345M+APU&amp;id=2198,true,21
1987,AMD A6-5350M APU,$33.12,"1,131","1,183",34.16,35.72,35,32.33,Jul 2013,FS1r2,Laptop,2900,3500,2,1,2514,119,AMD+A6-5350M+APU&amp;id=1987,true,21
2048,AMD A6-5357M APU,NA,"1,260","1,268",NA,NA,35,36.01,Oct 2013,FP2,Laptop,2900,3500,2,1,2402,23,AMD+A6-5357M+APU&amp;id=2048,true,21
2085,AMD A6-5400B APU,$28.94*,"1,428","1,380",49.36,47.69,65,21.98,Nov 2013,FM2,Desktop,3600,3800,1,2,2285,59,AMD+A6-5400B+APU&amp;id=2085,true,21
1494,AMD A6-5400K APU,$52.02,"1,246","1,251",23.95,24.05,65,19.17,Oct 2012,FM2,Desktop,3600,3800,1,2,2412,587,AMD+A6-5400K+APU&amp;id=1494,true,21
2290,AMD A6-6310 APU,NA,"1,665",750,NA,NA,15,110.99,Jul 2014,FT3,Laptop,1800,2400,4,1,2129,729,AMD+A6-6310+APU&amp;id=2290,true,22
2157,AMD A6-6400B APU,NA,"1,616","1,608",NA,NA,65,24.85,Feb 2014,FM2,Desktop,3900,4100,1,2,2167,11,AMD+A6-6400B+APU&amp;id=2157,true,21
1960,AMD A6-6400K APU,$50.99*,"1,432","1,418",28.09,27.81,65,22.03,Jul 2013,FM2,Desktop,3900,4100,1,2,2281,562,AMD+A6-6400K+APU&amp;id=1960,true,21
2433,AMD A6-6420B APU,NA,"1,550","1,629",NA,NA,65,23.84,Nov 2014,FM2,Desktop,4000,4200,1,2,2207,1,AMD+A6-6420B+APU&amp;id=2433,true,21
2372,AMD A6-6420K APU,$149.99*,"1,538","1,557",10.26,10.38,65,23.67,Oct 2014,FM2,Desktop,4000,4200,2,1,2215,41,AMD+A6-6420K+APU&amp;id=2372,true,21
2488,AMD A6-7000 ,NA,"1,010",857,NA,NA,17,59.40,Feb 2015,FP3,Laptop,2200,3000,2,1,2622,26,AMD+A6-7000+&amp;id=2488,true,21
2535,AMD A6-7310 APU,NA,"1,738",790,NA,NA,25,69.50,Jun 2015,Unknown,Laptop,2000,2400,4,1,2083,434,AMD+A6-7310+APU&amp;id=2535,true,22
2392,AMD A6-7400K APU,$62.16,"1,592","1,420",25.60,22.84,65,24.48,Oct 2014,FM2+,Desktop,3500,3900,2,1,2186,301,AMD+A6-7400K+APU&amp;id=2392,true,21
2771,AMD A6-7470K,$39.99,"1,799","1,576",44.99,39.41,65,27.68,May 2016,FM2+,Desktop,3700,4000,1,2,2046,26,AMD+A6-7470K&amp;id=2771,true,21
3436,AMD A6-7480,$43.99*,"1,936","1,638",44.01,37.23,65,29.79,Apr 2019,FM2+,Desktop,3500,3800,2,1,1962,27,AMD+A6-7480&amp;id=3436,true,21
2781,AMD A6-8500P,NA,"1,453","1,252",NA,NA,15,96.89,May 2016,BGA (FP4),Laptop,1600,3000,2,1,2265,14,AMD+A6-8500P&amp;id=2781,true,21
2657,AMD A6-8550,NA,"1,604","1,474",NA,NA,65,24.68,Nov 2015,FM2+,Desktop,3700,4000,2,1,2176,8,AMD+A6-8550&amp;id=2657,true,21
3221,AMD A6-9200,NA,"1,062",925,NA,NA,10,106.22,Mar 2018,BGA,Laptop,2000,2800,2,1,2574,31,AMD+A6-9200&amp;id=3221,true,21
2825,AMD A6-9210,NA,"1,177","1,031",NA,NA,15,78.46,Jul 2016,FP4,Laptop,2400,2800,2,1,2466,36,AMD+A6-9210&amp;id=2825,true,21
3072,AMD A6-9220,NA,"1,265","1,130",NA,NA,15,84.34,Aug 2017,Unknown,Laptop,2500,2900,2,1,2394,146,AMD+A6-9220&amp;id=3072,true,21
3455,AMD A6-9220C,NA,"1,163","1,020",NA,NA,6,193.91,May 2019,FT4,Laptop,1800,2700,2,1,2483,26,AMD+A6-9220C&amp;id=3455,true,21
3198,AMD A6-9220e,NA,957,833,NA,NA,NA,NA,Feb 2018,Unknown,Laptop,1600,2400,2,1,2673,42,AMD+A6-9220e&amp;id=3198,true,21
3315,AMD A6-9225,NA,"1,335","1,184",NA,NA,15,89.02,Aug 2018,BGA (FT4),Laptop,2600,3000,2,1,2340,178,AMD+A6-9225&amp;id=3315,true,21
3063,AMD A6-9230,NA,"1,279","1,158",NA,NA,15,85.30,Aug 2017,Unknown,Desktop,2600,3500,2,1,2380,4,AMD+A6-9230&amp;id=3063,true,21
3609,AMD A6-9400,NA,"2,717","1,664",NA,NA,10,271.70,Nov 2019,FT4,Laptop,2400,3200,2,1,1596,5,AMD+A6-9400&amp;id=3609,true,21
2903,AMD A6-9500,$49.38,"1,878","1,631",38.03,33.04,65,28.89,Dec 2016,AM4,Desktop,3500,3800,2,1,2003,54,AMD+A6-9500&amp;id=2903,true,21
3330,AMD A6-9500E,$60.24,"1,841","1,478",30.56,24.54,35,52.59,Oct 2018,AM4,Desktop,3000,3400,2,1,2028,2,AMD+A6-9500E&amp;id=3330,true,21
2289,AMD A8 PRO-7150B APU,NA,"1,534",783,NA,NA,19,80.73,Jul 2014,FP3,Laptop,1900,3200,4,1,2219,62,AMD+A8+PRO-7150B+APU&amp;id=2289,true,21
2352,AMD A8 PRO-7600B APU,NA,"2,753","1,312",NA,NA,65,42.36,Sep 2014,FM2+,Desktop,3100,3800,4,1,1585,95,AMD+A8+PRO-7600B+APU&amp;id=2352,true,21
31,AMD A8-3500M APU,$59.95,"1,232",753,20.56,12.56,35,35.21,Jul 2011,FS1,Laptop,1500,2400,4,1,2427,250,AMD+A8-3500M+APU&amp;id=31,true,18
32,AMD A8-3510MX APU,$77.11*,"1,483",888,19.24,11.52,45,32.96,Aug 2011,FS1,Laptop,1800,2500,4,1,2253,88,AMD+A8-3510MX+APU&amp;id=32,true,18
33,AMD A8-3520M APU,$55.00*,"1,395",841,25.37,15.29,35,39.87,Jan 2012,FS1,Laptop,1600,2500,4,1,2310,227,AMD+A8-3520M+APU&amp;id=33,true,18
34,AMD A8-3530MX APU,NA,"1,521",931,NA,NA,45,33.80,Jul 2011,FS1,Laptop,1900,2600,4,1,2230,86,AMD+A8-3530MX+APU&amp;id=34,true,18
35,AMD A8-3550MX APU,NA,"1,579",938,NA,NA,45,35.09,Mar 2012,FS1,Laptop,2000,2700,4,1,2196,13,AMD+A8-3550MX+APU&amp;id=35,true,18
36,AMD A8-3800 APU,$109.95*,"1,939","1,064",17.64,9.67,65,29.83,Sep 2011,FM1,Desktop,2400,2700,4,1,1960,159,AMD+A8-3800+APU&amp;id=36,true,18
37,AMD A8-3820 APU,$44.95*,"2,091","1,122",46.53,24.97,65,32.17,Jan 2012,FM1,Desktop,2500,2800,4,1,1872,117,AMD+A8-3820+APU&amp;id=37,true,18
38,AMD A8-3850 APU,$129.68*,"2,147","1,190",16.55,9.18,100,21.47,Jun 2011,FM1,Desktop,2900,NA,4,1,1841,467,AMD+A8-3850+APU&amp;id=38,true,18
39,AMD A8-3870K APU,$68.04,"2,345","1,236",34.46,18.17,100,23.45,Dec 2011,FM1,Desktop,3000,NA,4,1,1739,571,AMD+A8-3870K+APU&amp;id=39,true,18
40,AMD A8-4500M APU,$69.95*,"1,654",911,23.64,13.03,35,47.25,May 2012,FS1r2,Laptop,1900,2800,2,2,2137,1627,AMD+A8-4500M+APU&amp;id=40,true,21
1448,AMD A8-4555M APU,NA,"1,296",786,NA,NA,19,68.21,Oct 2012,FP2,Laptop,1600,2400,2,2,2373,220,AMD+A8-4555M+APU&amp;id=1448,true,21
41,AMD A8-5500 APU,$58.95*,"2,581","1,336",43.79,22.67,65,39.71,Jun 2012,FM2,Desktop,3200,3700,2,2,1646,885,AMD+A8-5500+APU&amp;id=41,true,21
1868,AMD A8-5500B APU,$49.04*,"2,663","1,365",54.31,27.84,65,40.97,Mar 2013,FM2,Desktop,3200,3700,2,2,1618,86,AMD+A8-5500B+APU&amp;id=1868,true,21
1971,AMD A8-5545M APU,NA,"1,536",816,NA,NA,19,80.83,Aug 2013,FP2,Laptop,1700,2700,4,1,2218,276,AMD+A8-5545M+APU&amp;id=1971,true,21
